ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000527,7996221568,6474582281600023,Faisal Pratama,faisal.pratama5298@gmail.com,085638714506,Katolik,"Jl. Raya Utama No.112, RT 16/RW 04, Bontang, Kalimantan Timur",Laki-laki,"Bontang, 02/09/2004",2022,MAN 13 Bontang
CM000528,8552988446,3403588840213673,Nurul Sihombing,nurul.sihombing4685@gmail.com,085306173008,Islam,"Jl. Diponegoro No.188, RT 19/RW 04, Gunung Kidul, DI Yogyakarta",Perempuan,"Gunung Kidul, 15/12/2005",2023,MA Swasta 16 Gunung Kidul
CM000529,2226161373,1471344813643748,Vino Oktaviani,vino.oktaviani8065@gmail.com,081602630169,Katolik,"Jl. Panglima Besar No.170, RT 14/RW 07, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 13/11/2006",2023,SMK Negeri 17 Pekanbaru
CM000530,2459571185,7174265387931041,Clara Salim,clara.salim4533@gmail.com,085592919041,Islam,"Jl. Teuku Umar No.180, RT 15/RW 01, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 07/11/2006",2024,SMK Negeri Diponegoro Kotamobagu
CM000531,0882713575,3674555241644514,Kartika Hakim,kartika.hakim6637@gmail.com,085289584828,Islam,"Jl. Raya Utama No.138, RT 10/RW 04, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 01/09/2007",2024,SMA Swasta Terpadu Tangerang Selatan
CM000532,2608872543,3401022541511174,Vian Sinaga,vian.sinaga9176@gmail.com,087805401391,Islam,"Jl. Tentara Pelajar No.84, RT 09/RW 05, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 03/01/2005",2024,SMK Negeri Pembangunan Kulon Progo
CM000533,4322456378,5103431531149523,Erwin Iskandar,erwin.iskandar2424@gmail.com,085713845877,Islam,"Jl. RE. Martadinata No.163, RT 04/RW 08, Tabanan, Bali",Laki-laki,"Tabanan, 11/03/2005",2022,MAN Plus Tabanan
CM000534,2064558310,8171173828547777,Irfan Adiputra,irfan.adiputra5689@gmail.com,085740283384,Hindu,"Jl. MT. Haryono No.5, RT 04/RW 07, Ambon, Maluku",Laki-laki,"Ambon, 03/12/2006",2024,SMAN 2 Ambon
CM000535,7790285947,8101374550025941,Vina Wijaya,vina.wijaya224@gmail.com,088219447126,Islam,"Jl. Pemuda No.163, RT 02/RW 09, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 17/03/2005",2024,SMA Swasta 23 Maluku Tengah
CM000536,9850579655,1174802693163067,Cipto Wijaya,cipto.wijaya5897@gmail.com,081494403041,Islam,"Jl. Sultan Agung No.35, RT 01/RW 04, Langsa, Aceh",Laki-laki,"Langsa, 15/11/2005",2023,SMA Swasta Ahmad Dahlan Langsa
CM000537,5930002750,3401154233522742,Desi Kurniasih,desi.kurniasih1910@gmail.com,085218810871,Islam,"Jl. MT. Haryono No.135, RT 15/RW 06, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 14/04/2007",2024,MA Negeri 1 Kulon Progo
CM000538,5214900088,9471337987921067,Willy Salim,willy.salim7216@gmail.com,082363886356,Islam,"Jl. Raya Utama No.176, RT 20/RW 06, Jayapura, Papua",Laki-laki,"Jayapura, 24/05/2005",2022,SMA Negeri Kartini Jayapura
CM000539,6585521265,7174608683571247,Wulan Situmorang,wulan.situmorang4350@gmail.com,087741428137,Islam,"Jl. Sudirman No.101, RT 15/RW 03, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 26/03/2004",2022,MA Negeri Nusantara Kotamobagu
CM000540,2317791120,3174780308916110,Nita Sihombing,nita.sihombing3566@gmail.com,089533729877,Islam,"Jl. Brigjen Katamso No.154, RT 05/RW 06, Jakarta Selatan, DKI Jakarta",Perempuan,"Jakarta Selatan, 24/05/2006",2023,MAN Ahmad Dahlan Jakarta Selatan
CM000541,2524605086,1801975715787440,Endah Lubis,endah.lubis1538@gmail.com,081640744313,Islam,"Jl. Cut Nyak Dien No.43, RT 10/RW 08, Lampung Selatan, Lampung",Perempuan,"Lampung Selatan, 08/08/2005",2024,MA Swasta 4 Lampung Selatan
CM000542,6579592725,3401093696176423,Danang Ardiansyah,danang.ardiansyah3728@gmail.com,088255713783,Kristen,"Jl. Hayam Wuruk No.134, RT 11/RW 03, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 03/12/2004",2023,SMA Negeri 8 Kulon Progo
CM000543,1152200570,1172037536887817,Salsa Santoso,salsa.santoso3947@gmail.com,088253650677,Islam,"Jl. Veteran No.80, RT 11/RW 06, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 07/04/2006",2023,SMKN Pembangunan Lhokseumawe
CM000544,7877639556,3371775840083687,Yoga Firmansyah,yoga.firmansyah7266@gmail.com,085863251905,Islam,"Jl. Brigjen Katamso No.33, RT 17/RW 01, Magelang, Jawa Tengah",Laki-laki,"Magelang, 13/01/2005",2024,SMKN 24 Magelang
CM000545,5317150748,8101237289403202,Keisha Adiputra,keisha.adiputra7311@gmail.com,088150760334,Islam,"Jl. Pemuda No.40, RT 18/RW 04, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 19/07/2005",2024,MAN 13 Maluku Tengah
CM000546,6285323846,3574641584706022,Priska Hutapea,priska.hutapea3846@gmail.com,081559551842,Islam,"Jl. Sudirman No.149, RT 14/RW 04, Probolinggo, Jawa Timur",Perempuan,"Probolinggo, 17/06/2005",2022,SMA Swasta 19 Probolinggo
CM000547,4058828322,7172047018294282,Citra Anggraini,citra.anggraini7282@gmail.com,087722249870,Islam,"Jl. Cut Nyak Dien No.38, RT 06/RW 10, Bitung, Sulawesi Utara",Perempuan,"Bitung, 26/10/2007",2025,MA Negeri Insan Kamil Bitung
CM000548,1157129752,8172587271269450,Cipto Manurung,cipto.manurung982@gmail.com,081226448953,Islam,"Jl. Veteran No.195, RT 02/RW 06, Tual, Maluku",Laki-laki,"Tual, 13/02/2006",2024,SMAN Pancasila Tual
CM000549,4195270608,1173215489889466,Gilang Susanto,gilang.susanto5528@gmail.com,089892515750,Islam,"Jl. Diponegoro No.6, RT 19/RW 01, Sabang, Aceh",Laki-laki,"Sabang, 11/09/2008",2025,SMA Swasta 14 Sabang
CM000550,9917247153,3572139087241559,Zulfa Sudirman,zulfa.sudirman5079@gmail.com,081124420639,Islam,"Jl. Tentara Pelajar No.77, RT 18/RW 09, Blitar, Jawa Timur",Laki-laki,"Blitar, 19/01/2005",2024,SMAN 23 Blitar
CM000551,2392006274,1173906785375886,Citra Ramadhan,citra.ramadhan9928@gmail.com,082103392073,Islam,"Jl. Hayam Wuruk No.132, RT 05/RW 04, Sabang, Aceh",Perempuan,"Sabang, 02/02/2004",2023,MA Swasta 9 Sabang
CM000552,3376570289,3401970240943981,Surya Puspitasari,surya.puspitasari935@gmail.com,087754273593,Islam,"Jl. Merdeka No.2, RT 15/RW 07, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 21/07/2005",2023,MAN Cendekia Kulon Progo
CM000553,7794523786,1172837350961343,Kevin Gunawan,kevin.gunawan2318@gmail.com,082247618106,Islam,"Jl. Pahlawan No.43, RT 15/RW 02, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 14/11/2007",2024,SMK Negeri 16 Lhokseumawe
CM000554,0837130092,1872579360931351,Arif Firmansyah,arif.firmansyah1299@gmail.com,081499281550,Islam,"Jl. Merdeka No.18, RT 11/RW 06, Metro, Lampung",Laki-laki,"Metro, 01/02/2007",2025,MAN Plus Metro
CM000555,6643986430,1174380722460100,Okvia Hasan,okvia.hasan7402@gmail.com,081764426014,Islam,"Jl. Sultan Agung No.176, RT 12/RW 02, Langsa, Aceh",Perempuan,"Langsa, 16/01/2003",2022,SMKN 19 Langsa
CM000556,7652014074,6402025953333813,Sigit Ramadhani,sigit.ramadhani7224@gmail.com,082264307272,Islam,"Jl. Imam Bonjol No.165, RT 20/RW 10, Kutai Kartanegara, Kalimantan Timur",Laki-laki,"Kutai Kartanegara, 18/09/2004",2023,SMA Negeri 23 Kutai Kartanegara
CM000557,9563957893,1401140637708513,Hafiz Kurniawan,hafiz.kurniawan6093@gmail.com,089899738896,Islam,"Jl. Raya Utama No.94, RT 18/RW 01, Kampar, Riau",Laki-laki,"Kampar, 03/09/2006",2023,SMK Swasta Pembangunan Kampar
CM000558,7494074902,1272061058816632,Danang Yulianto,danang.yulianto1314@gmail.com,081182057166,Islam,"Jl. Sultan Agung No.56, RT 17/RW 02, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 16/01/2005",2023,MA Negeri Pancasila Pematangsiantar
CM000559,4550572921,6472315084798370,Dwi Hartono,dwi.hartono2632@gmail.com,087779489071,Islam,"Jl. Veteran No.41, RT 15/RW 02, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 09/07/2004",2020,SMK Negeri 15 Balikpapan
CM000560,5708405384,6471677924749404,Aldi Sudirman,aldi.sudirman9403@gmail.com,081282671453,Kristen,"Jl. Tentara Pelajar No.69, RT 06/RW 03, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 01/06/2004",2023,SMK Swasta Sudirman Samarinda
CM000561,2604579051,1801658931112200,Adinda Safitri,adinda.safitri3281@gmail.com,089595974929,Islam,"Jl. MT. Haryono No.9, RT 07/RW 07, Lampung Selatan, Lampung",Perempuan,"Lampung Selatan, 20/12/2006",2023,SMK Negeri 14 Lampung Selatan
CM000562,3697591201,3171068562599772,Cantika Wijaya,cantika.wijaya9356@gmail.com,083157744539,Islam,"Jl. Panglima Besar No.76, RT 05/RW 04, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 07/01/2005",2024,MAN 10 Jakarta Pusat
CM000563,7204859508,1171474113914048,Anggun Sinaga,anggun.sinaga3265@gmail.com,088221346274,Islam,"Jl. Panglima Besar No.76, RT 16/RW 05, Banda Aceh, Aceh",Perempuan,"Banda Aceh, 19/03/2008",2025,SMA Swasta Diponegoro Banda Aceh
CM000564,0896265501,9271760380964240,Rara Salim,rara.salim4906@gmail.com,089785132711,Islam,"Jl. Panglima Besar No.188, RT 07/RW 07, Sorong, Papua",Perempuan,"Sorong, 12/01/2006",2023,MA Swasta Diponegoro Sorong
CM000565,9603932718,1275827886002953,Leo Hidayat,leo.hidayat3268@gmail.com,085747274800,Islam,"Jl. Brigjen Katamso No.179, RT 19/RW 06, Medan, Sumatera Utara",Laki-laki,"Medan, 01/05/2007",2025,SMKN Hasanuddin Medan
CM000566,6405765730,1871060870721381,Nurul Manurung,nurul.manurung4474@gmail.com,081599981579,Islam,"Jl. Pahlawan No.21, RT 18/RW 07, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 07/04/2006",2024,MA Swasta 13 Bandar Lampung
CM000567,6251379120,7174663420138829,Okta Wardana,okta.wardana1442@gmail.com,081968217017,Islam,"Jl. Soekarno Hatta No.194, RT 18/RW 01, Kotamobagu, Sulawesi Utara",Laki-laki,"Kotamobagu, 18/04/2006",2024,SMA Swasta 18 Kotamobagu
CM000568,2922212078,3373244317740683,Teguh Oktaviani,teguh.oktaviani8740@gmail.com,087778972289,Hindu,"Jl. Ahmad Yani No.41, RT 07/RW 09, Salatiga, Jawa Tengah",Laki-laki,"Salatiga, 06/07/2004",2023,SMA Swasta 18 Salatiga
CM000569,6767832441,7172723757318694,Dani Lubis,dani.lubis4612@gmail.com,085875384520,Islam,"Jl. Pemuda No.55, RT 17/RW 07, Bitung, Sulawesi Utara",Laki-laki,"Bitung, 16/09/2006",2024,MA Negeri Insan Kamil Bitung
CM000570,7012200466,7306639095153904,Randy Sihombing,randy.sihombing2296@gmail.com,081867820830,Kristen,"Jl. Raya Utama No.48, RT 12/RW 01, Gowa, Sulawesi Selatan",Laki-laki,"Gowa, 01/07/2005",2024,MA Swasta Diponegoro Gowa
CM000571,1932479622,1272840523915983,Ragil Hasan,ragil.hasan2500@gmail.com,081263072892,Islam,"Jl. Sultan Agung No.68, RT 16/RW 05, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 24/05/2007",2025,SMK Swasta 14 Pematangsiantar
CM000572,8847397499,3673926927770533,Endah Wibowo,endah.wibowo4709@gmail.com,083199834650,Kristen,"Jl. Brigjen Katamso No.28, RT 12/RW 09, Serang, Banten",Perempuan,"Serang, 15/10/2004",2023,MAN 22 Serang
CM000573,1001426664,3171285642400986,Zaki Suharto,zaki.suharto2318@gmail.com,081817001796,Islam,"Jl. Pemuda No.22, RT 09/RW 09, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 01/01/2004",2022,SMK Swasta Pancasila Jakarta Pusat
CM000574,7239298855,3172984165554053,Tika Nasution,tika.nasution5041@gmail.com,088189318034,Islam,"Jl. Ahmad Yani No.161, RT 01/RW 10, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 10/11/2007",2025,MA Negeri 5 Jakarta Utara
CM000575,9302113646,3302328289349781,Yovita Handayani,yovita.handayani2897@gmail.com,088210549437,Islam,"Jl. Ahmad Yani No.181, RT 14/RW 09, Purwokerto, Jawa Tengah",Perempuan,"Purwokerto, 24/04/2006",2025,SMA Negeri Gajah Mada Purwokerto
CM000576,1074791634,8171135715542215,Keisha Kurniawan,keisha.kurniawan242@gmail.com,085894968988,Islam,"Jl. Gatot Subroto No.158, RT 06/RW 03, Ambon, Maluku",Perempuan,"Ambon, 16/12/2006",2025,SMAN Muhammadiyah Ambon
CM000577,6887280772,3404583825380513,Nabila Kurniawan,nabila.kurniawan7027@gmail.com,087736022195,Hindu,"Jl. Brigjen Katamso No.46, RT 08/RW 04, Sleman, DI Yogyakarta",Perempuan,"Sleman, 12/02/2008",2025,SMK Swasta 23 Sleman
CM000578,9654345744,3371135087858909,Laras Rasyid,laras.rasyid9343@gmail.com,083123121454,Islam,"Jl. Teuku Umar No.127, RT 03/RW 05, Magelang, Jawa Tengah",Perempuan,"Magelang, 14/10/2008",2025,SMA Swasta 5 Magelang
CM000579,7594547135,1871526597772157,Faisal Ramadhan,faisal.ramadhan9040@gmail.com,085650792072,Islam,"Jl. Veteran No.154, RT 02/RW 10, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 11/09/2008",2025,MAN 15 Bandar Lampung
CM000580,8119012383,1371117703511852,Rara Budiman,rara.budiman3270@gmail.com,085680652178,Islam,"Jl. Veteran No.140, RT 14/RW 01, Padang, Sumatera Barat",Perempuan,"Padang, 13/12/2003",2022,SMA Swasta 15 Padang
CM000581,5279943084,7174103730746305,Hani Andriani,hani.andriani3548@gmail.com,083174474476,Islam,"Jl. Raya Utama No.80, RT 16/RW 08, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 19/05/2004",2023,SMA Negeri 6 Kotamobagu
CM000582,3018895813,1272246262814206,Cinta Anggraini,cinta.anggraini617@gmail.com,087834765544,Islam,"Jl. Soekarno Hatta No.52, RT 17/RW 08, Pematangsiantar, Sumatera Utara",Perempuan,"Pematangsiantar, 13/06/2007",2024,SMK Negeri 5 Pematangsiantar
CM000583,1859320717,3402341783940789,Dwita Putranto,dwita.putranto3680@gmail.com,089650611607,Islam,"Jl. Panglima Besar No.127, RT 16/RW 09, Bantul, DI Yogyakarta",Perempuan,"Bantul, 01/07/2005",2024,SMA Negeri Nusantara Bantul
CM000584,9877488285,3373749673827345,Faisal Santoso,faisal.santoso1550@gmail.com,082355601543,Islam,"Jl. Gatot Subroto No.126, RT 17/RW 04, Salatiga, Jawa Tengah",Laki-laki,"Salatiga, 18/09/2004",2022,MA Swasta Islam Terpadu Salatiga
CM000585,4476800505,5108833395677908,Clara Hasan,clara.hasan2998@gmail.com,087773642958,Islam,"Jl. Soekarno Hatta No.86, RT 08/RW 04, Karangasem, Bali",Perempuan,"Karangasem, 18/04/2006",2024,MA Swasta 19 Karangasem
CM000586,3247407023,7172897659852659,Fitri Nugraha,fitri.nugraha3682@gmail.com,081288802351,Islam,"Jl. Teuku Umar No.66, RT 10/RW 01, Bitung, Sulawesi Utara",Perempuan,"Bitung, 26/10/2008",2025,SMA Negeri Diponegoro Bitung
CM000587,7890328323,3674705321247856,Hafiz Andriani,hafiz.andriani6132@gmail.com,085235026536,Islam,"Jl. Gatot Subroto No.154, RT 06/RW 02, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 26/02/2004",2022,SMKN Plus Tangerang Selatan
CM000588,4085688090,7172363060810964,Ika Sihombing,ika.sihombing6657@gmail.com,081594712667,Islam,"Jl. Panglima Besar No.13, RT 09/RW 08, Bitung, Sulawesi Utara",Perempuan,"Bitung, 17/02/2004",2023,MA Swasta 5 Bitung
CM000589,7887415290,1172089664192833,Cahyo Wardana,cahyo.wardana2469@gmail.com,085221564852,Islam,"Jl. Imam Bonjol No.15, RT 01/RW 09, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 27/12/2005",2023,SMA Negeri Islam Terpadu Lhokseumawe
CM000590,0540786400,1872838819022935,Danang Suryadi,danang.suryadi5258@gmail.com,089713028995,Islam,"Jl. Pahlawan No.53, RT 11/RW 01, Metro, Lampung",Laki-laki,"Metro, 12/11/2007",2024,SMAN 8 Metro
CM000591,1531179814,1372507799600037,Nita Wahyudi,nita.wahyudi7271@gmail.com,085333907394,Islam,"Jl. Sultan Agung No.120, RT 14/RW 07, Bukittinggi, Sumatera Barat",Perempuan,"Bukittinggi, 22/08/2005",2023,SMK Swasta Muhammadiyah Bukittinggi
CM000592,3273857514,1372106782372655,Wahyu Salim,wahyu.salim482@gmail.com,089965535679,Islam,"Jl. Raya Utama No.176, RT 17/RW 01, Bukittinggi, Sumatera Barat",Laki-laki,"Bukittinggi, 01/06/2007",2024,SMAN Pembangunan Bukittinggi
CM000593,8657944329,7373736244671966,Rizky Mulyadi,rizky.mulyadi5201@gmail.com,082246728121,Islam,"Jl. Imam Bonjol No.24, RT 19/RW 02, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 04/07/2005",2024,SMA Negeri 7 Palopo
CM000594,4284721877,5102945335127849,Dani Nugroho,dani.nugroho8218@gmail.com,081527778141,Islam,"Jl. Veteran No.79, RT 01/RW 01, Badung, Bali",Laki-laki,"Badung, 05/03/2008",2025,SMA Negeri Nusantara Badung
CM000595,7409361179,1274338291518464,Bhanu Putranto,bhanu.putranto6452@gmail.com,085350608747,Islam,"Jl. Panglima Besar No.69, RT 19/RW 01, Tebing Tinggi, Sumatera Utara",Laki-laki,"Tebing Tinggi, 14/06/2005",2024,SMA Swasta 9 Tebing Tinggi
CM000596,2721931549,1801838569841242,Yasmin Pratama,yasmin.pratama4250@gmail.com,089566881659,Islam,"Jl. Tentara Pelajar No.115, RT 18/RW 02, Lampung Selatan, Lampung",Perempuan,"Lampung Selatan, 25/11/2006",2023,SMK Negeri Muhammadiyah Lampung Selatan
CM000597,8243419512,3171906214535117,Chandra Gunawan,chandra.gunawan2053@gmail.com,085824217663,Islam,"Jl. RE. Martadinata No.148, RT 04/RW 02, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 22/01/2006",2024,SMKN Pancasila Jakarta Pusat
CM000598,7684766826,3672435201033700,Cinta Wibowo,cinta.wibowo4200@gmail.com,081867427096,Islam,"Jl. Diponegoro No.187, RT 19/RW 06, Cilegon, Banten",Perempuan,"Cilegon, 22/03/2007",2024,SMK Negeri 14 Cilegon
CM000599,0223088753,1401283229392834,Xena Rahayu,xena.rahayu1026@gmail.com,085226483759,Islam,"Jl. Veteran No.198, RT 06/RW 05, Kampar, Riau",Perempuan,"Kampar, 20/04/2005",2024,SMA Swasta Islam Terpadu Kampar
CM000600,8172470307,3672656363785905,Priska Sulistyowati,priska.sulistyowati857@gmail.com,081225415763,Islam,"Jl. Soekarno Hatta No.109, RT 06/RW 07, Cilegon, Banten",Perempuan,"Cilegon, 03/03/2004",2023,SMA Negeri Unggulan Cilegon
CM000601,0844682357,3273688910159331,Gracia Permana,gracia.permana1698@gmail.com,081881453191,Islam,"Jl. Pahlawan No.69, RT 09/RW 10, Bandung, Jawa Barat",Perempuan,"Bandung, 12/09/2006",2024,SMK Swasta Islam Terpadu Bandung
CM000602,1770051448,3576899000562041,Mirza Santoso,mirza.santoso9506@gmail.com,083100374214,Islam,"Jl. Sultan Agung No.98, RT 12/RW 09, Pasuruan, Jawa Timur",Laki-laki,"Pasuruan, 21/04/2004",2022,MAN Harapan Bangsa Pasuruan
CM000603,6915788972,1375442426543149,Hendra Siregar,hendra.siregar3032@gmail.com,089934517899,Islam,"Jl. RE. Martadinata No.3, RT 11/RW 09, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 14/05/2004",2023,MA Swasta 2 Pariaman
CM000604,0813342557,3672562550076593,Oscar Wardana,oscar.wardana1854@gmail.com,089532040823,Kristen,"Jl. Imam Bonjol No.81, RT 09/RW 02, Cilegon, Banten",Laki-laki,"Cilegon, 10/01/2004",2022,SMAN Gajah Mada Cilegon
CM000605,9925827315,3576143417519300,Danang Andriani,danang.andriani2553@gmail.com,081636954689,Kristen,"Jl. Soekarno Hatta No.46, RT 15/RW 03, Pasuruan, Jawa Timur",Laki-laki,"Pasuruan, 09/03/2003",2022,SMA Negeri 17 Pasuruan
CM000606,8643814741,1872899045822523,Putri Sulistyowati,putri.sulistyowati1127@gmail.com,083871309352,Kristen,"Jl. MT. Haryono No.93, RT 11/RW 07, Metro, Lampung",Perempuan,"Metro, 19/10/2005",2024,SMA Negeri 25 Metro
CM000607,8704503377,5103459997883405,Cipto Santoso,cipto.santoso8672@gmail.com,088235167919,Kristen,"Jl. MT. Haryono No.163, RT 15/RW 06, Tabanan, Bali",Laki-laki,"Tabanan, 09/05/2005",2023,MAN Ahmad Dahlan Tabanan
CM000608,7648055248,7306191723454934,Windy Salim,windy.salim9089@gmail.com,089870786535,Islam,"Jl. Merdeka No.113, RT 10/RW 10, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 01/11/2004",2022,SMK Negeri 13 Gowa
CM000609,9398019252,6471154229425276,Pandu Azzahra,pandu.azzahra6817@gmail.com,081161291918,Islam,"Jl. Pemuda No.151, RT 07/RW 01, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 18/01/2005",2024,SMA Negeri 5 Samarinda
CM000610,1576338701,9407297683760173,Lina Sinaga,lina.sinaga7520@gmail.com,089501351921,Islam,"Jl. Pahlawan No.58, RT 06/RW 05, Mimika, Papua",Perempuan,"Mimika, 22/01/2003",2022,MA Negeri Muhammadiyah Mimika
CM000611,5095851574,6474176295213873,Dedy Lubis,dedy.lubis4793@gmail.com,087831047995,Islam,"Jl. Gatot Subroto No.147, RT 14/RW 10, Bontang, Kalimantan Timur",Laki-laki,"Bontang, 02/05/2005",2022,SMKN Plus Bontang
CM000612,1477362733,1372786639913455,Okta Puspitasari,okta.puspitasari6589@gmail.com,085344074834,Islam,"Jl. Diponegoro No.163, RT 04/RW 07, Bukittinggi, Sumatera Barat",Perempuan,"Bukittinggi, 28/09/2006",2024,SMA Negeri 13 Bukittinggi
CM000613,8332404078,3374605888400375,Vian Firmansyah,vian.firmansyah7513@gmail.com,081354269190,Islam,"Jl. Soekarno Hatta No.145, RT 05/RW 05, Semarang, Jawa Tengah",Laki-laki,"Semarang, 24/11/2007",2025,SMK Negeri Insan Kamil Semarang
CM000614,2462871163,3375922681079262,Ayu Hutapea,ayu.hutapea5453@gmail.com,081744942130,Islam,"Jl. Merdeka No.194, RT 10/RW 04, Pekalongan, Jawa Tengah",Perempuan,"Pekalongan, 26/10/2005",2022,MA Swasta Kartini Pekalongan
CM000615,7561510985,3471171315546002,Irfan Setiawan,irfan.setiawan7179@gmail.com,085383262253,Islam,"Jl. Merdeka No.141, RT 16/RW 05, Yogyakarta, DI Yogyakarta",Laki-laki,"Yogyakarta, 13/09/2007",2024,SMK Negeri 5 Yogyakarta
CM000616,6126411230,3402666214566370,Olivia Rahayu,olivia.rahayu9197@gmail.com,081634144973,Islam,"Jl. Panglima Besar No.83, RT 04/RW 04, Bantul, DI Yogyakarta",Perempuan,"Bantul, 08/03/2007",2024,MA Swasta 22 Bantul
CM000617,9228122892,7373230193055944,Bayu Lestari,bayu.lestari3772@gmail.com,085789879595,Islam,"Jl. Hayam Wuruk No.115, RT 17/RW 08, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 10/03/2007",2024,SMAN 8 Palopo
CM000618,3241460636,3471344111225712,Fitri Budiman,fitri.budiman9369@gmail.com,089738452004,Kristen,"Jl. Panglima Besar No.29, RT 06/RW 04, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 05/09/2005",2023,SMA Swasta 4 Yogyakarta
CM000619,7613791656,3575448005812293,Hafiz Prasetyo,hafiz.prasetyo2726@gmail.com,085549643513,Islam,"Jl. Hayam Wuruk No.189, RT 06/RW 10, Madiun, Jawa Timur",Laki-laki,"Madiun, 27/11/2004",2023,SMA Swasta Terpadu Madiun
CM000620,9705481338,3173257359832572,Evan Mahendra,evan.mahendra1963@gmail.com,089967669349,Islam,"Jl. MT. Haryono No.11, RT 01/RW 01, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 11/03/2005",2023,MAN 17 Jakarta Barat
CM000621,1391663509,1801730603587276,Randy Puspitasari,randy.puspitasari3879@gmail.com,089672613975,Islam,"Jl. Ahmad Yani No.32, RT 02/RW 04, Lampung Selatan, Lampung",Laki-laki,"Lampung Selatan, 08/07/2007",2024,MA Swasta Nusantara Lampung Selatan
CM000622,5244656891,1402303178845036,Berlian Ramadhani,berlian.ramadhani4565@gmail.com,085296051372,Islam,"Jl. Brigjen Katamso No.132, RT 03/RW 05, Bengkalis, Riau",Perempuan,"Bengkalis, 23/04/2008",2025,SMAN Nusantara Bengkalis
CM000623,0876438455,1172948597467919,Jihan Lubis,jihan.lubis7129@gmail.com,081969147400,Islam,"Jl. Sultan Agung No.11, RT 11/RW 02, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 24/06/2007",2024,SMKN 10 Lhokseumawe
CM000624,2861928375,3275125688521062,Pandu Suharto,pandu.suharto8732@gmail.com,082396003114,Islam,"Jl. Gatot Subroto No.92, RT 15/RW 07, Bekasi, Jawa Barat",Laki-laki,"Bekasi, 07/05/2004",2023,MA Negeri Diponegoro Bekasi
CM000625,5913478496,3174451698872840,Eko Adiputra,eko.adiputra3334@gmail.com,087743159171,Islam,"Jl. Hayam Wuruk No.104, RT 20/RW 09, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 19/04/2006",2023,MAN 16 Jakarta Selatan
CM000626,9216172804,3674373257050056,Anggun Ramadhan,anggun.ramadhan6393@gmail.com,081384651615,Islam,"Jl. Gatot Subroto No.188, RT 16/RW 06, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 28/12/2005",2024,SMK Negeri 14 Tangerang Selatan
CM000627,7437068271,6472092740909763,Tiara Hidayat,tiara.hidayat9373@gmail.com,087813259516,Islam,"Jl. Ahmad Yani No.72, RT 15/RW 06, Balikpapan, Kalimantan Timur",Perempuan,"Balikpapan, 01/11/2008",2025,MAN 25 Balikpapan
CM000628,8847339992,7372849242687638,Ragil Siregar,ragil.siregar3261@gmail.com,085229779979,Islam,"Jl. Teuku Umar No.180, RT 20/RW 09, Parepare, Sulawesi Selatan",Laki-laki,"Parepare, 16/09/2007",2025,SMAN 4 Parepare
CM000629,8724746388,9471153345404792,Irwan Hasan,irwan.hasan7556@gmail.com,082260285533,Islam,"Jl. Pahlawan No.58, RT 02/RW 09, Jayapura, Papua",Laki-laki,"Jayapura, 14/09/2007",2024,SMK Swasta Hasanuddin Jayapura
